VariableName,Gas:Facility,Electricity:Facility
KeyValue,,
2064,15700393.908064079,1035971936.2412335
2065,7886599.167739385,1035971930.651321
2066,7885562.081033276,1035971928.1371005
2067,7885836.017500649,1079971845.618241
2068,15721904.870888237,1257690400.3059335
2069,1454252676.0007777,1478646713.40709
2070,1255887360.9848154,1802215590.8028927
2071,608864610.9772534,3819773652.8691425
2072,563698268.7378066,3642979156.385375
2073,460801479.24438226,3466857256.8552246
2074,330395826.7899496,3591677350.7047653
2075,345143754.07696325,3816061359.6133604
2076,221601061.97923383,4116173358.4443254
2077,165374072.38050804,4229583320.213296
2078,169527038.09788793,4300790907.63256
2079,181226308.51473832,4425583591.423853
2080,261166770.4185599,3936431095.4323635
2081,446680260.0607534,2871231171.0983257
2082,590543166.3080866,2615542299.6622257
2083,858429236.5627534,2077593626.1988184
2084,939426169.6799058,1989730536.655116
2085,15700286.732036557,1257684978.1652696
2086,7885878.532936395,1079971839.824705
2087,7886153.310126631,1035971929.8539566
2088,15699755.005528646,1035971931.1600267
2089,7885608.028221185,1035971927.784897
2090,7885869.72778002,1035971921.8402743
2091,7886131.925889622,1079971836.13409
2092,15719810.323668513,1257690393.9021938
2093,1593790396.5576756,1478936510.19171
2094,1369093634.7767797,1802405442.435063
2095,788837179.2401749,3775295397.17802
2096,553525910.151452,3642976960.203724
2097,410193606.7331009,3466803588.104143
2098,330748319.5256498,3466712602.5438848
2099,353521013.70285374,3287297280.7405562
2100,239904477.6371678,3466599874.350353
2101,181865390.0840313,3466534026.556135
2102,152372591.27366394,3466507727.305275
2103,221901063.03887105,3986768077.2759185
2104,285502918.46098065,3372374309.8814297
2105,464619754.2840398,2518847443.7140017
2106,602331186.5482391,2615566000.8232083
2107,870515980.3316684,2077609372.2914667
2108,943966170.210186,1989727972.4964132
2109,7886180.061805091,1257684970.0943484
2110,15699785.674762018,1079971842.1741564
2111,7886286.31345901,1035971925.3479964
2112,7886512.676175078,1035971916.8624382
2113,7885451.590606363,1035971920.2979417
2114,15699646.96619077,1035971924.1858803
2115,7886197.435766627,1079971831.5483034
2116,15722683.150918994,1257690385.389534
2117,1859313490.1640165,1479503962.8019729
2118,1555731008.4555795,1802712850.7204041
2119,904765491.3433472,3775461206.0718036
2120,724861577.5199072,3643197089.6677275
2121,563087332.9294116,3466983218.5800023
2122,439318580.7445758,3466830879.9670544
2123,439733906.24652857,3287408974.2304597
2124,345134257.89869124,3466720240.4791317
2125,289177174.9319072,3466654037.4951463
2126,274506764.8352113,3466636190.544792
2127,327299207.77758163,3642694798.8436136
2128,464976496.32299936,3236562357.0764937
2129,872330889.3715632,2519326535.5596004
2130,1045925067.1496634,2616111607.001746
2131,1360799970.4821503,2078265460.3207104
2132,1512894908.9689775,1990508032.1910682
2133,15699857.809261637,1257684967.5400631
2134,7885628.364779898,1079971827.9045382
2135,7885877.862672883,1035971917.1309843
2136,7886102.798056026,1035971917.6414212
2137,15699590.493910091,1035971918.2251341
2138,7885495.78497563,1035971909.839814
2139,7885732.077568683,1079971822.6846924
2140,55251997.71726373,1264747335.3819742
2141,2583825226.1397395,1705146115.3256469
2142,3226672040.148782,1805566029.9364994
2143,2553045409.729848,3777996326.5627484
2144,2218833467.5478144,3645384297.7371664
2145,1814636754.212477,3468742410.6571817
2146,1479982985.6460452,3468220501.1538973
2147,1284392132.9777393,3288487486.7923226
2148,1039674079.2055187,3467577253.3347783
2149,799212030.0051763,3467282521.202645
2150,606163744.312926,3467033426.973613
2151,680344443.6535636,3643112704.5981817
2152,829926346.6042143,3237017953.5826254
2153,1127495575.673005,2519677628.6480722
2154,1207137378.2753086,2585596051.7452784
2155,1444680516.5340621,2078418116.506328
2156,1666553482.916718,1990740389.171764
2157,7885941.214321095,1257684959.9317276
2158,7886175.828637809,1079971822.7077758
2159,7886411.565583659,1035971913.4959409
2160,15698864.344922516,856545294.8213335
2161,7885756.074821528,856545290.6276906
2162,39381453.050855026,862191650.7685605
2163,55488276.167119324,907612822.0090555
2164,66481704.522011,994219692.064154
2165,2852754165.9529605,1482495833.9998066
2166,3057228326.197879,1446465525.4477878
2167,2443861090.5631714,2342414350.45836
2168,1916905321.1826785,2209540597.189752
2169,1300852067.6701972,2032591714.2220562
2170,1141967872.6390321,2032313460.6943123
2171,1140714171.2143843,2032290918.2580562
2172,1137315127.120188,2032293074.0912373
2173,1391936277.1942594,1135497246.628256
2174,1613229177.8765025,1135812505.967778
2175,1933172563.8552802,1312333392.0908883
2176,2250789089.2178807,1175730748.0487843
2177,7893467.421788701,1068004902.5847607
2178,15713696.356204713,1133791079.0807703
2179,15713352.100142652,1164548287.2370408
2180,15726295.099171497,1076552061.7766569
2181,7885676.351015231,988545022.7650112
2182,7885900.099509496,900545205.0378655
2183,15700469.324824074,856545294.5288807
2184,7881978.662498841,856543481.7342497
2185,7882076.84661789,856543481.4661406
2186,7882178.31411859,856543481.4779716
2187,25218245.91725127,904772045.3841764
2188,27815372.06264914,992780513.9052373
2189,45643571.008688785,1079329802.890856
2190,38876770.33879343,1073646644.0528193
2191,48747000.64075776,1075060364.2213666
2192,32500226.589229926,941630555.2366999
2193,10251430.136614705,760000106.3314815
2194,7890029.82405915,760003708.3950169
2195,7889876.231347945,760003709.8944151
2196,23554475.431445237,760009117.9556898
2197,7888873.3215572145,760003707.2287831
2198,7882092.557763855,760000105.2484585
2199,7882195.167334827,935999753.9102291
2200,7882297.370084394,1067999490.2924411
2201,7882399.401247233,1067999490.3742399
2202,7882501.305990869,1133785666.2731621
2203,25976798.90716119,1168770507.3502235
2204,43931250.960366145,1082190141.243544
2205,45613487.91561843,995597810.3378134
2206,44091714.65429366,906193999.9575341
2207,54750167.8757904,863608065.4614534
2208,49565469.88909528,1041628114.0035874
2209,59092383.80133207,1043040525.9352374
2210,62981754.472027235,1041633836.5688534
2211,68442530.48079652,1087050424.8181465
2212,71278184.76404941,1263361194.2704852
2213,3348416828.473962,1452907623.5690591
2214,2548215709.9632726,1804656904.7141945
2215,1520276363.288271,3776399705.0076857
2216,1272917559.3099616,3643942078.4608083
2217,1043559502.5130335,3467594215.7143083
2218,874413860.727447,3467363737.515788
2219,891030422.4204971,3287929709.2622437
2220,594050028.2239603,3467009909.31474
2221,319189952.5043063,3466702920.347662
2222,200171891.4681187,3818669863.6810513
2223,194323466.70432004,4128909110.854211
2224,201491522.5517049,3771578626.9728165
2225,335502345.4098383,3048491329.0011983
2226,553729517.4350947,3081245123.956914
2227,878493930.6655792,2545647767.198814
2228,948321759.5758526,2422212164.7853227
2229,15700473.630882569,1257684942.970203
2230,7885217.429335493,1079971803.7937937
2231,7885412.704124108,1035971890.8945454
2232,7885582.693902034,1035971889.5156045
2233,15699687.590086455,1035971892.2334546
2234,7886115.289963548,1035971887.0541725
2235,7886296.836687274,1079971796.9234614
2236,15721026.091861993,1257690332.2935486
2237,1703993161.3905911,1448342202.9441142
2238,1278541414.709135,1802267126.3902838
2239,619955721.4322727,3775070735.429172
2240,351917712.5479748,3642743049.834694
2241,270563811.30446905,3466641775.0211034
2242,340899557.4313161,3466724062.9970455
2243,505617350.4993397,3287469183.3417287
2244,423783191.19436085,3466806868.9368434
2245,399356460.1813933,3466787952.6402707
2246,443594857.2075845,3466826330.3075466
2247,500143706.25942904,3642889934.7260337
2248,621082558.5135483,3236756870.1835814
2249,896394508.2233442,2519366842.271315
2250,978504601.8550853,2585276831.332418
2251,1195692512.3393664,2078054886.1814504
2252,1242976192.6649842,1990161616.664328
2253,15699403.928204974,1257684936.2273543
2254,7885307.641796068,1079971796.1846676
2255,7885489.967169918,1035971884.6311939
2256,7885645.691696532,1035971883.3361241
2257,15699770.600520354,1035971885.4560075
2258,7886135.473558236,1035971880.0518452
2259,7886302.84488941,1079971790.1820583
2260,15720945.996228334,1257690321.3804123
2261,2130032502.5895932,1449642985.288219
2262,1581136240.5750966,1802801255.7344015
2263,797637913.4290961,3775320838.899833
2264,517131349.4195241,3642943968.5252805
2265,353577073.6951727,3466740796.957454
2266,354854855.63234276,3466743526.204868
2267,434390043.21995085,3287393387.6496015
2268,334357225.6720986,3466708113.836153
2269,320902906.9523375,3466698085.32165
2270,336313500.161141,3466702565.1618576
2271,278913028.3535808,3679581174.102854
2272,325628380.3298879,3310276921.3385577
2273,409026503.22140485,2518792168.3032365
2274,632804591.5662607,2584829305.0311894
2275,909286693.3552783,2077636985.7938256
2276,985455251.8217068,1989762806.27581
2277,7885942.469613362,1257684929.636198
2278,15700332.675932446,1079971797.3468635
2279,7885130.444918273,1035971878.4713972
2280,7885263.881048447,1035971870.6085387
2281,7885409.648856508,1035971875.4553615
2282,15699277.6837471,1035971878.5535573
2283,7885869.120324346,1079971785.9363427
2284,15721380.798872221,1257690311.137975
2285,1776880178.2617812,1448564524.327038
2286,1254056277.8183112,1802249355.3501635
2287,584994860.4694805,3775043307.90564
2288,372875142.4989677,3642775478.0676804
2289,265857683.5154602,3533711360.9804473
2290,225240539.71863738,3503786248.532398
2291,230330260.88652465,3460562630.3390784
2292,163134890.69348305,3984180668.5100474
2293,73017368.9990047,4114838718.335918
2294,55458527.824829906,4158548775.2692513
2295,79610159.57270563,4408428384.608715
2296,50988626.83494636,4018255222.09337
2297,99302178.7596721,3260200451.9009395
2298,152799200.4063348,3264698189.515662
2299,336760417.82207286,2661912579.6321507
2300,462432882.1318564,2458942378.2811446
2301,7885049.112839982,1257684919.489865
2302,7885198.245126224,1079971783.1149147
2303,7885351.50112877,1035971875.2179493
2304,15699096.267897202,1035971871.5265847
2305,7885745.772374631,1035971867.0880686
2306,7885884.234272809,1035971863.918347
2307,7886022.9710033825,1079971778.5252583
2308,15718821.787122073,1257690299.5153587
2309,1021377686.0574774,1448450218.3120484
2310,955187190.393186,1801767093.7588978
2311,490948667.96118504,3774902388.4093723
2312,471708613.5036057,3642877752.0146832
2313,415731494.2441682,3901977649.242166
2314,390328437.6168182,3932991561.339156
2315,447810279.2791392,3770550541.886938
2316,298154636.8487617,4062789864.106191
2317,200425651.45111406,4273594574.5695357
2318,181950541.37396425,4440421392.741929
2319,196067336.13897026,4650844265.716674
2320,241675912.44854745,4312783376.222835
2321,347691806.6609839,3616119769.0081673
2322,380449966.9052227,3649657862.5927324
2323,514394587.39314973,3130571970.740232
2324,549991606.0266447,2985247726.874661
2325,7886053.764706085,1257684907.6668518
2326,7886192.310248905,1079971779.1353986
2327,15698237.529933915,1035971871.9972456
2328,7885281.889671051,856545244.0308578
2329,7885402.440343354,856545239.1143173
2330,7885526.323276909,856545240.2952403
2331,7885650.68782214,900545157.742258
2332,15720532.50710437,988550358.4152414
2333,919425571.095067,1854896245.7646365
2334,957975294.8334374,1442908479.8515308
2335,710018561.682019,2339754912.2809005
2336,655769397.7500287,2412964882.233802
2337,626444981.2363234,2526044110.458479
2338,683144391.5792582,2656092836.924924
2339,667699655.4873594,2818472828.706336
2340,664865438.9053352,2869390881.8562713
2341,952196314.5764554,1963254793.8457694
2342,764328343.9458759,1963697104.9706225
2343,720170384.776359,2152849914.852254
2344,994696227.2311845,2027732202.248674
2345,15713101.043780718,1068004844.7512039
2346,15712329.546198407,1133791015.5351262
2347,7892320.555852958,1164548210.2205229
2348,15725123.3688636,1076551980.2588866
2349,15699023.685101079,988544983.4848579
2350,7885059.82175801,900545157.1650058
2351,7885184.923945748,856545239.0167379
2352,7882326.347623353,856543443.1227428
2353,7882307.4353677435,856543442.7579322
2354,7882312.53404525,856543443.1059859
2355,7882318.195071883,900543355.261132
2356,15711815.50897375,988548559.6619674
2357,7882286.52270443,1041514028.961837
2358,7882291.7519745985,1067999452.2306774
2359,7882297.455155871,1067999452.0551417
2360,7882303.245423533,935999715.757503
2361,7882309.047840973,760000067.3993888
2362,7888701.508983403,760003647.0648663
2363,14950074.696924845,760003656.5898036
2364,16481665.520315005,760009029.9731438
2365,7889372.617037467,760003647.8407422
2366,7882363.394260197,760000067.2828889
2367,7881277.627893905,1528497666.7753124
2368,7882493.1966428235,1323011784.958171
2369,7881839.63028606,1067999451.8421901
2370,7882388.082744118,1103028427.9236193
2371,7881851.994760147,1164542827.6696072
2372,15712971.673737213,1076548385.9814546
2373,7881819.128889292,988543180.1232802
2374,7881824.952992455,900543355.4021895
2375,7881831.151574753,856543443.2092729
2376,7884990.535046166,1035971843.2489856
2377,7885078.318520771,1035971842.2021945
2378,7885171.965293818,1035971846.3760512
2379,15698627.860367317,1079971761.9281745
2380,7894912.951415052,1257690263.2434263
2381,1868998948.6867175,1417988511.4318802
2382,1495599760.9547734,1802566621.0876153
2383,757859025.1060749,3775246535.2405467
2384,492321013.70870686,3642912891.525117
2385,362329790.1780289,3466752244.3416867
2386,314051000.65631187,3466700315.9617267
2387,345235840.1495562,3288798356.4405575
2388,266044534.85491675,3471741260.125865
2389,165753331.43557066,3470804413.1827583
2390,124513362.24041365,3467476496.7972546
2391,161538165.23544854,3642513647.7478204
2392,199252757.46394297,3236275983.4237494
2393,350642202.34443545,2518741865.945685
2394,523728362.8507543,2553954397.709008
2395,829662499.6540402,2077557529.837293
2396,944827754.762679,1989709571.2319732
2397,15699209.682708403,1257684895.2228727
2398,7885215.345643582,1079971758.9249313
2399,7885310.129341892,1035971842.0771523
2400,7885368.592622379,1035971835.5731837
2401,7885439.257035515,1035971840.4486814
2402,15699112.787724575,1035971842.1469456
2403,7885674.876886725,1079971749.4099293
2404,15720490.296902226,1257690252.6723793
2405,1807427806.2962723,1418195386.6255808
2406,1317962489.5791273,1802336152.9967577
2407,619469193.6830002,3775094317.888847
2408,428899789.9620786,3642832831.4675093
2409,301679684.49176997,3466691855.1004233
2410,262109631.99281216,3466649887.4467483
2411,281083473.4458653,3288499117.1410003
2412,187922010.89168844,3470471555.790072
2413,91277167.02419747,3470491624.199335
2414,61740566.02030841,3468509093.804064
2415,88761231.83760476,3642911242.14718
2416,93343925.4487712,3236764763.409812
2417,150025248.07765654,2518525476.6892123
2418,198018741.43216014,2553595438.193603
2419,387035968.63786095,2077046446.6560059
2420,494572241.13878006,2056229230.7756445
2421,15698896.713861853,1257684887.9786108
2422,7885036.646527412,1079971752.1274502
2423,7885116.252002615,1035971834.6493142
2424,7885159.208679957,1035971827.5192071
2425,7885214.545985922,1035971831.9141542
2426,15698617.684463609,1035971834.6783253
2427,7885404.535126773,1079971742.6917136
2428,15719846.592246024,1257690239.2224376
2429,940916548.4324337,1418517983.5735607
2430,757587638.940878,1801497115.3360908
2431,380848598.6651213,3774769438.299761
2432,353463051.9181559,3642723954.5625887
2433,313562128.41662407,3466687608.328652
2434,295543177.0319693,3466661976.999526
2435,366793476.1334217,3287301324.390056
2436,279999298.0499035,3466645978.13081
2437,247757039.63547248,3466600272.7596974
2438,243356816.60262004,3466600751.4039445
2439,263087713.6631159,3642622714.189574
2440,354580720.76011854,3236431563.327151
2441,524011847.2870055,2518915793.967846
2442,614585324.392674,2554067226.8922215
2443,841049523.2606024,2077571108.9340055
2444,898899820.0153522,1989664029.174239
2445,7885931.616707631,1257684873.3585312
2446,7885334.426404876,1079971744.2182384
2447,15698862.07979289,1035971834.5213567
2448,7885478.109848259,1035971822.3808107
2449,7885521.73639819,1035971819.3911946
2450,7885568.997646215,1035971821.2021266
2451,7885616.878101316,1079971738.461675
2452,15719955.329476247,1257690223.7981417
2453,1766538236.0882025,1418888346.1158402
2454,1273736845.0690188,1802285768.9459658
2455,649576673.2087734,3775125314.869301
2456,429488878.8038315,3642847317.853615
2457,293441817.75667316,3466675631.8703666
2458,245547151.2340834,3466621669.5507345
2459,265147308.71177274,3287286252.9571466
2460,205050762.514618,3469628649.687848
2461,81728797.23298618,3469390369.0741196
2462,60501875.25949772,3467160092.876142
2463,84249489.74902885,3642494961.6116314
2464,85963152.73415016,3236154814.465579
2465,207781799.11080435,2518588373.8915625
2466,345980214.99560493,2553755123.9400263
2467,556246892.6190627,2077237738.2145734
2468,681337363.3789487,1989385133.6419263
2469,15698902.963865086,1257684872.224485
2470,7885047.352421717,1079971736.228832
2471,7885095.977393336,1035971819.4508338
2472,7885107.0395559985,1035971812.1818966
2473,7885130.808773382,1035971816.3712127
2474,15698356.126983931,1035971819.1412201
2475,7885226.823035541,1079971727.4721441
2476,15719280.235270113,1257690213.8031344
2477,1703399631.9826965,1388428907.4156508
2478,1231108101.440503,1802203375.8307145
2479,586116703.7306967,3775051846.3770466
2480,448604462.1464015,3642869835.9046297
2481,420852574.5097939,3466828686.0049505
2482,506894540.36653364,3466934421.888011
2483,582644089.4852954,3287730528.6287603
2484,438180641.3986053,3469053744.9955797
2485,356148318.80095345,3468283800.707787
2486,369544032.91225487,3466769302.6191993
2487,315361833.1100606,3642829831.78096
2488,299900041.66080093,3236401152.970707
2489,541337195.0515491,2518975262.797552
2490,872011206.847859,2554374172.7249804
2491,1149255350.1234026,2077957576.0596035
2492,1234829373.2362745,1990095608.146683
2493,15699123.324257093,1257684863.7040784
2494,7885211.558218592,1079971727.2911303
2495,7885244.326937298,1035971811.6040195
2496,7885239.034557122,856545187.2937769
2497,7885246.609985017,856545191.7093825
2498,15698539.473640308,856545193.5556606
2499,7885294.425871432,900545101.5297089
2500,15719307.504821911,988550275.3984885
2501,1920211320.2033129,1387639788.3928483
2502,1887677939.475945,1444285763.3814373
2503,1354594118.8455002,2340632783.433796
2504,913764347.4760747,2208025949.5153365
2505,547439293.296442,2031573188.5295196
2506,454600248.2291241,2031453477.7820175
2507,427868198.7248973,2031413745.7826927
2508,378293558.0508699,2031666547.481286
2509,432802117.4750495,1134273351.1395292
2510,323232799.36970717,1134144631.1670136
2511,334056703.2812916,1377224869.688738
2512,427996490.8405562,1173112977.7678728
2513,7892629.819801948,1068004759.7586218
2514,15711985.832468454,1103033740.739135
2515,15712006.728763815,1164548143.9118912
2516,15726282.013609169,1076551882.3712854
2517,7884936.057287665,988544924.1370932
2518,7884951.679782193,900545098.931229
2519,7884968.364767406,856545190.4745635
2520,7881478.945064331,856543399.9375304
2521,7881366.653912759,856543399.9287972
2522,7882293.284339786,856543399.8189942
2523,7882193.505330911,900543311.7732885
2524,15711568.799743643,988548483.9596856
2525,7881836.010469462,1010756784.5127676
2526,7882106.913801436,1067999409.5457814
2527,7882171.598146696,1067999409.2631419
2528,7881540.421461166,982028973.6060563
2529,7882295.645529415,794989100.1993223
2530,7888958.997751739,760003582.6732135
2531,15704068.490728196,760003594.3754328
2532,15726612.583985237,1466892252.7456098
2533,7889043.089958919,1350054887.5113914
2534,7882283.36745879,1243906378.9193392
2535,7882185.436085328,1377590970.0879157
2536,7882073.644534664,1067999409.1502471
2537,7881955.974849455,1067999408.6446171
2538,7881857.520683938,1103028384.6995368
2539,7881758.968100006,1164542784.8053138
2540,15712058.10343271,1076548310.756955
2541,7881403.894085606,988543137.6690472
2542,7882332.83265056,900543312.6716135
2543,7882233.113262518,856543399.5645182
2544,7885439.027048826,1035971788.5443006
2545,7885418.969532553,1035971787.2345543
2546,7885402.310208011,1035971789.196968
2547,7885386.286430041,1079971705.8273365
2548,15719070.88250058,1257690172.7133906
2549,891960386.7522497,1385931779.3717093
2550,568383862.6072961,1801287699.864786
2551,202680852.1394126,3774562524.529414
2552,146876574.98643416,3642505284.6401467
2553,116013254.93315971,3466472908.716596
2554,105410240.25832169,3467559025.8204284
2555,128084850.98760712,3433787904.0045705
2556,97636234.1772337,4048273651.199478
2557,55465977.75581255,4328151206.115096
2558,55442659.915429674,4475819188.168193
2559,79561374.37497663,4746515703.682218
2560,47366524.55173125,4387829888.69108
2561,31541890.011862572,3692594660.335345
2562,32817086.423386116,3761720897.139154
2563,60605930.73115162,3267228705.5328507
2564,87392954.16186377,3086752152.072035
2565,7885473.80955537,1257684833.8812284
2566,15697165.697436176,1079971707.6441543
2567,7884560.43830112,1035971793.764735
2568,7884499.907023907,1035971779.8241032
2569,7885706.541995342,1035971779.0282862
2570,7885672.909078745,1035971781.6571058
2571,7885640.179439463,1079971698.9594607
2572,15719463.304907093,1257690157.9756055
2573,188087206.2885931,2266086140.7586
2574,150388175.832143,2342011981.6972327
2575,70620272.95504428,4209172374.404453
2576,63634220.09621981,4048097253.739583
2577,63514758.30764197,3880714206.7923346
2578,79654398.70123471,3748534964.6596518
2579,96029581.24280405,3296161853.2209673
2580,95885338.51948301,3486445700.2906694
2581,55460717.97512723,3488739414.009443
2582,55431872.86284296,3486267020.987194
2583,79553825.1530284,3658053191.188068
2584,39489079.45890281,3239358953.370956
2585,55182547.993469685,2518413203.2090797
2586,100389111.70626557,2553494656.2272897
2587,281901677.25120354,2076912640.8200965
2588,343484167.891459,1988982602.5228715
2589,7885417.0989688635,1257684823.1019657
2590,7885384.418249153,1079971693.1862185
2591,7885352.089793718,1035971785.5185112
2592,15698529.742697721,1035971777.8388538
2593,7885178.86708014,1035971773.6294489
2594,7885129.6106913695,1035971770.996554
2595,7885080.946557671,1079971684.29865
2596,15717679.189772451,1257690152.073515
2597,946685470.2517418,1392767328.9932475
2598,744448417.1596167,1801502896.5715952
2599,359790166.275024,3774751974.6082234
2600,230210112.17245165,3642598977.2628717
2601,157971445.51602808,3466905168.119215
2602,149152556.45456403,3469918167.3236475
2603,178003525.8299789,3290256208.115573
2604,122308789.99173747,3478848855.5645957
2605,68027518.24010676,3479637275.7430468
2606,57195841.35942397,3477863613.3837886
2607,73667763.84024438,3652816110.110463
2608,82658815.30921805,3238148890.726002
2609,145342299.97806856,2518516666.1409082
2610,223738587.3763717,2522861209.6467385
2611,410106243.7331912,2077068111.2568183
2612,800195730.1426704,1989515270.3035767
2613,7885625.825386983,1257684823.5966046
2614,15699053.212962015,1079971689.6208436
2615,7885452.748244446,1035971772.1359315
2616,7885357.43721341,1035971762.2344313
2617,7885285.225718902,1035971764.2303973
2618,7885218.626527256,1035971768.6128689
2619,15698240.955190117,1079971681.5221891
2620,7894209.6031057695,1257690134.3265598
2621,1345263680.2988167,1360831164.0536983
2622,1137877841.9667103,1802054665.3686824
2623,452323532.04611814,3774868786.158746
2624,232098069.96627027,3642607807.5608196
2625,179237303.2494142,3466546962.406367
2626,150410739.34742466,3466844658.4748583
2627,164010333.68582624,3425308166.3070908
2628,118357681.92108382,3917725514.9214106
2629,70800306.28868908,3980169265.1242023
2630,61727363.470345825,4046631667.228661
2631,72680571.78743899,4290651379.022814
2632,58821565.79620435,3906400934.0737624
2633,174940212.96949598,3212304616.7912664
2634,243507370.49638072,3205965292.153446
2635,382599867.1506875,2691306474.2619143
2636,425926119.2003239,2499843330.001149
2637,15698343.331295388,1257684814.6334379
2638,7884681.327596724,1079971679.368693
2639,7884616.690210325,1035971763.109623
2640,7884511.995171689,1035971754.392953
2641,7884421.063575456,1035971757.1789767
2642,7883924.608229831,1035971762.0134807
2643,15698898.582634207,1079971672.0032222
2644,7894479.024500265,1257690120.8865192
2645,1460795059.1323133,1360443740.4606903
2646,1084689761.231981,1844774931.7038841
2647,524415950.5273846,3774959514.8459063
2648,402885076.07495415,3642808180.888625
2649,299975589.60657054,3955323330.510786
2650,243382928.10419866,4142063839.232024
2651,262211668.2574254,4071394217.310639
2652,171225243.93072003,4311057203.901455
2653,128161368.99803448,4369390501.096926
2654,136378380.89908266,4391519374.313376
2655,192012458.84117374,4588114119.290375
2656,167722271.31459415,4191705139.8168707
2657,227408276.95902622,3481957823.096432
2658,263199674.10328117,3476472143.0427046
2659,356604399.8778654,3012296475.1860285
2660,388873414.7025516,2890609961.1223445
2661,7885119.407624951,1257684801.0123668
2662,7884394.285556105,1079971674.2793033
2663,15699012.70634864,1035971760.113178
2664,7885329.434298932,856545128.6520888
2665,7885225.398855067,856545127.5820713
2666,7885125.499246796,856545129.4618785
2667,7885026.436358661,900545045.5900973
2668,15717796.257378703,988550179.8808222
2669,619126643.2560247,1910448517.2651157
2670,462136584.5510811,1977077069.28701
2671,304899158.11576957,2899422635.241739
2672,356459092.0441479,2839152008.712112
2673,338512008.6390853,2807897072.090437
2674,291893505.39839584,2986807552.6570544
2675,274894914.72723365,3057337827.601965
2676,220726722.15219754,3092357576.639388
2677,156302553.11772522,2231958716.7933807
2678,135015113.03598106,2261050145.509669
2679,146133026.26202834,2480671970.9950547
2680,194393102.2772784,2364043107.259141
2681,7892384.067440832,1988432692.156599
2682,15712329.860747086,1272401893.855612
2683,7890935.797574561,1164548053.4928448
2684,15724508.40829488,1076551778.4138448
2685,15697310.009582609,988544871.767333
2686,7884507.423786257,900545045.4219315
2687,7884409.083378646,856545128.8515308
2688,7881421.279814805,856543352.5390924
2689,7881205.414795056,856543353.5660688
2690,7882002.575506094,856543353.6574452
2691,7881790.755034311,900543264.7995851
2692,7891118.379900655,988548394.2528992
2693,7881309.971833141,979999536.6188643
2694,7881798.279395607,1067999361.2265577
2695,7881926.892273492,1135699023.4615948
2696,7881920.603158312,998497264.2427194
2697,7881911.91042515,798669127.7448275
2698,15704625.061640026,760003522.648378
2699,7887602.113278226,760003514.2430934
2700,15724123.6298538,760008824.8107271
2701,7888755.494107149,760003516.7648284
2702,7881964.354794108,1047405736.7410425
2703,7882067.885004251,1473518725.9382844
2704,7882056.6438747505,1677875949.2309864
2705,7882049.960701089,1601968838.9802454
2706,7882041.046679105,1142742910.201054
2707,7881396.021011537,1164542737.3539743
2708,15710901.04603764,1076548230.3995867
2709,7881702.444937009,988543088.1848828
2710,7881492.54347491,900543264.8545492
2711,7881282.455940929,856543353.2153138
2712,7885311.3269652305,1035971729.4917562
2713,7885171.98398224,1035971727.4979692
2714,7885037.756418016,1035971729.3122357
2715,7884904.570876239,1079971645.2473998
2716,15717325.401375642,1257690078.2589443
2717,1033250089.0619677,1356342915.4674263
2718,652234910.6213058,1801379519.4937344
2719,194426761.75196084,3774620658.0019846
2720,147192424.58546078,3644181142.6073503
2721,118302313.93739948,3467469940.4839864
2722,90308768.58640264,3467602769.7225914
2723,108603472.18849535,3669570453.893793
2724,97482199.72369416,3990035952.0667286
2725,57309749.946593255,4049122168.3641486
2726,58932628.63647433,4105684862.419111
2727,150217196.6532954,4287828301.3206506
2728,193445768.06468806,3876061929.197978
2729,197664635.73634773,3153650607.910739
2730,251175509.8957097,3127889365.840742
2731,374085961.3425465,2663233141.887029
2732,422231783.4438983,2537697578.2223864
2733,7885243.903539269,1257684772.7353947
2734,7885108.991774485,1079971641.7121665
2735,7884975.630362088,1035971733.4232944
2736,15697470.471805615,1035971725.8032885
2737,7884497.106066264,1035971723.3752873
2738,7884346.6763426,1035971719.8701155
2739,7884196.910107354,1079971631.6450279
2740,15717111.339295331,1257690069.3192058
2741,1050975428.1129231,1358737322.8078482
2742,682035819.8722146,1801434633.7891896
2743,248770275.53968638,3841747833.684756
2744,185352072.40023574,3681330279.1903296
2745,135856030.23679534,3893699432.618201
2746,120826687.83546059,4071188407.744174
2747,136763756.5933216,3977084012.6349287
2748,91664080.30141212,4235143979.7964573
2749,55537344.66666603,4263222016.833835
2750,55418809.495746195,4272978650.42275
2751,71582100.02180257,4453913124.491499
2752,47374117.25579931,4016034905.238925
2753,40623218.711192615,3220730088.6561346
2754,49386758.86275431,3164287495.031151
2755,128876980.68599622,2666908098.8299904
2756,214091549.74524894,2523985907.9592037
2757,7885145.928270646,1257684770.3301547
2758,15697786.559134109,1079971637.4044452
2759,7884668.14430501,1035971722.2727005
2760,7884469.810534688,1035971710.4900032
2761,7884295.666470553,1035971710.7191834
2762,7884127.406261174,1035971713.0311486
2763,7885176.031118969,1079971628.6212752
2764,15717630.682722712,1257690047.0627508
2765,737680376.443423,1361195586.1525438
2766,449877280.6429863,1801147534.8568637
2767,173830520.5682849,3774607603.171466
2768,134404990.06100532,3643924196.112595
2769,104452692.26050651,3468041733.7272224
2770,99627638.42015713,3911695584.554536
2771,125615462.31059405,3785234716.552184
2772,91000336.54960608,4033335103.9510856
2773,55462065.6860242,4097449506.4854717
